Month,Day,Year,MaxT,MinT,Precip,DewP,SkyCvr,WindV,WindDir,SolarRad,StrmType,PotET,ActET,Units
12,04,0001,8.48,-3.61,0.00,-1.58,72.5,5.95,,101.65,,,,1
12,05,0001,9.21,-6.55,0.00,-9.46,31.8,5.41,,144.70,,,,1
12,06,0001,9.46,-5.72,0.00,-7.45,47.3,3.31,,131.39,,,,1
12,07,0001,7.80,-3.59,0.00,-3.28,69.3,3.03,,105.25,,,,1
12,08,0001,13.90,2.81,0.00,3.19,38.6,1.29,,134.23,,,,1
12,09,0001,20.67,11.25,2.29,15.06,91.2,5.67,,61.60,,,,1
12,10,0001,15.31,8.78,4.06,10.64,90.7,8.44,,63.99,,,,1
12,11,0001,13.13,4.88,0.51,7.09,93.5,4.77,,58.08,,,,1
12,12,0001,7.61,1.19,0.00,-2.57,74.9,4.63,,95.72,,,,1
12,13,0001,3.69,-5.36,0.00,-10.51,41.9,5.08,,134.02,,,,1
12,14,0001,10.03,-1.57,0.00,-4.65,56.0,4.98,,119.42,,,,1
12,15,0001,2.77,-6.98,0.00,-11.67,61.5,4.00,,114.51,,,,1
12,16,0001,6.26,-9.64,0.00,-13.91,65.4,4.92,,109.96,,,,1
12,17,0001,9.26,2.09,27.43,4.51,99.2,4.78,,38.75,,,,1
12,18,0001,10.48,0.08,17.02,0.49,76.1,3.13,,92.35,,,,1
12,19,0001,4.81,-10.34,0.00,-10.88,57.6,2.07,,118.40,,,,1
12,20,0001,10.44,4.68,3.56,5.81,97.6,6.13,,45.38,,,,1
12,21,0001,11.63,-0.77,25.91,0.34,92.8,3.23,,60.74,,,,1
12,22,0001,17.64,6.09,6.10,3.19,87.9,4.37,,71.18,,,,1
12,23,0001,18.42,6.58,0.00,8.86,77.2,5.51,,88.02,,,,1
12,24,0001,15.52,8.34,0.51,6.85,93.1,7.65,,58.75,,,,1
12,25,0001,9.93,6.62,0.76,1.03,83.4,3.25,,80.51,,,,1
12,26,0001,12.48,0.86,0.00,-4.96,45.2,4.71,,129.71,,,,1
12,27,0001,13.51,-0.25,0.00,-6.02,67.5,4.06,,106.40,,,,1
12,28,0001,12.37,0.93,0.00,-4.77,47.2,3.99,,128.41,,,,1
12,29,0001,21.01,2.23,0.00,2.53,42.8,1.17,,130.01,,,,1
12,30,0001,23.14,3.06,0.00,5.11,63.5,2.97,,108.83,,,,1
12,31,0001,15.49,0.96,0.00,3.67,85.0,3.36,,77.91,,,,1
01,01,0002,11.53,-2.32,0.00,-1.47,5.7,1.37,,152.24,,,,1
01,02,0002,12.44,0.13,0.00,-0.76,79.2,4.81,,89.77,,,,1
01,03,0002,10.98,0.98,0.00,0.57,76.2,2.23,,94.64,,,,1
01,04,0002,14.27,-1.07,0.00,-1.09,51.6,3.61,,126.07,,,,1
01,05,0002,13.41,-5.28,0.00,-6.44,51.8,3.91,,127.90,,,,1
01,06,0002,17.13,0.37,59.94,1.60,71.4,2.87,,102.70,,,,1
01,07,0002,20.52,1.50,2.03,4.89,89.5,3.89,,70.40,,,,1
01,08,0002,12.67,2.02,0.00,0.33,92.6,6.12,,64.38,,,,1
01,09,0002,7.82,-1.49,0.00,-6.98,10.9,6.05,,158.02,,,,1
01,10,0002,2.30,-10.94,0.00,-14.36,64.5,2.82,,117.70,,,,1
01,11,0002,11.01,1.38,0.00,-1.02,84.2,4.44,,84.55,,,,1
01,12,0002,10.19,2.26,0.00,1.69,66.7,2.65,,112.52,,,,1
01,13,0002,10.29,3.56,0.00,4.41,90.2,3.50,,71.25,,,,1
01,14,0002,11.48,0.61,9.14,1.77,86.0,4.73,,81.70,,,,1
01,15,0002,13.91,1.30,0.00,0.30,79.3,2.73,,95.57,,,,1
01,16,0002,10.24,-0.02,0.00,-0.93,62.3,3.98,,122.12,,,,1
01,17,0002,13.36,-1.07,0.00,0.44,85.6,2.82,,84.47,,,,1
01,18,0002,9.77,4.18,0.00,3.54,86.2,3.88,,83.12,,,,1
01,19,0002,13.92,-3.17,0.00,0.31,56.3,4.82,,131.68,,,,1
01,20,0002,18.28,-0.20,0.00,-1.39,16.5,4.17,,165.27,,,,1
01,21,0002,18.66,0.73,0.00,-0.72,0.0,2.62,,171.36,,,,1
01,22,0002,23.44,7.90,10.92,7.97,92.1,3.89,,69.87,,,,1
01,23,0002,16.02,9.40,0.00,8.19,97.5,3.91,,52.75,,,,1
01,24,0002,21.19,8.77,9.65,13.54,100.0,6.89,,17.55,,,,1
01,25,0002,12.56,12.35,28.45,8.08,99.9,7.65,,39.31,,,,1
01,26,0002,12.57,3.14,0.00,2.34,67.1,3.95,,123.63,,,,1
01,27,0002,7.55,-1.30,0.00,1.47,68.9,1.44,,122.15,,,,1
01,28,0002,13.68,2.25,0.00,4.82,46.9,1.80,,150.03,,,,1
01,29,0002,15.01,5.72,0.00,3.80,0.0,1.06,,183.13,,,,1
01,30,0002,22.07,11.36,0.25,14.48,95.5,3.20,,61.86,,,,1
01,31,0002,19.37,9.89,0.00,9.48,94.9,2.33,,66.11,,,,1
02,01,0002,22.73,12.37,0.00,16.33,78.9,1.42,,102.41,,,,1
02,02,0002,17.99,13.13,0.00,14.43,84.1,0.91,,94.14,,,,1
02,03,0002,29.07,12.46,0.00,15.11,64.3,4.51,,129.24,,,,1
02,04,0002,19.86,4.65,0.00,3.14,63.6,6.42,,138.70,,,,1
02,05,0002,13.41,3.44,5.59,5.58,94.2,7.31,,72.81,,,,1
02,06,0002,4.64,-4.14,0.00,-8.11,62.2,3.63,,147.23,,,,1
02,07,0002,9.61,-1.89,0.00,-5.94,38.3,2.62,,177.78,,,,1
02,08,0002,18.31,9.61,4.06,9.61,97.1,3.86,,61.91,,,,1
02,09,0002,15.96,4.59,0.00,4.87,79.2,3.96,,115.91,,,,1
02,10,0002,7.96,-5.67,0.00,-6.38,53.7,4.60,,164.76,,,,1
02,11,0002,0.53,0.29,0.00,-6.43,92.2,4.15,,86.29,,,,1
02,12,0002,6.08,0.53,9.40,0.59,96.9,2.25,,67.37,,,,1
02,13,0002,12.59,0.92,9.65,-1.48,62.4,2.70,,154.65,,,,1
02,14,0002,19.18,2.54,2.03,1.52,89.4,3.78,,96.35,,,,1
02,15,0002,12.21,0.59,0.00,2.14,95.9,4.45,,73.82,,,,1
02,16,0002,11.20,6.76,9.65,4.87,91.3,4.87,,91.05,,,,1
02,17,0002,7.05,-0.29,0.00,-1.06,58.1,2.86,,167.46,,,,1
02,18,0002,15.35,-1.31,0.00,-0.81,69.0,2.86,,149.94,,,,1
02,19,0002,17.89,7.39,0.00,6.68,83.0,3.65,,117.28,,,,1
02,20,0002,8.10,3.80,0.00,1.66,86.3,4.77,,111.43,,,,1
02,21,0002,9.96,-3.73,0.00,-4.57,77.2,2.76,,137.82,,,,1
02,22,0002,7.59,-10.57,0.00,-5.34,85.9,5.79,,116.43,,,,1
02,23,0002,-6.31,-11.08,0.00,-12.97,62.7,3.13,,172.80,,,,1
02,24,0002,6.57,-8.07,0.00,-11.20,8.9,2.87,,233.69,,,,1
02,25,0002,18.35,1.52,0.00,-0.37,0.0,1.43,,235.89,,,,1
02,26,0002,20.64,6.74,0.76,7.12,82.0,2.84,,127.72,,,,1
02,27,0002,10.45,0.22,0.00,-0.37,78.5,4.34,,141.31,,,,1
02,28,0002,10.00,1.30,0.00,5.35,91.6,3.44,,100.50,,,,1
03,01,0002,8.71,-5.97,0.00,-7.55,51.1,2.95,,201.28,,,,1
03,02,0002,16.81,2.28,0.00,1.54,64.0,2.43,,176.85,,,,1
03,03,0002,13.53,-0.06,0.00,-2.25,63.6,2.50,,180.86,,,,1
03,04,0002,16.68,8.22,3.81,4.71,86.5,4.24,,122.69,,,,1
03,05,0002,24.66,6.32,0.00,5.17,85.6,3.80,,126.41,,,,1
03,06,0002,17.29,6.61,0.00,4.74,80.5,6.59,,142.82,,,,1
03,07,0002,6.61,-3.51,0.00,-3.01,42.2,2.99,,223.80,,,,1
03,08,0002,9.72,-1.17,0.00,-1.01,61.1,2.98,,193.46,,,,1
03,09,0002,10.89,-2.26,2.03,0.31,76.2,3.32,,160.41,,,,1
03,10,0002,17.01,2.82,4.06,6.90,88.4,2.72,,121.62,,,,1
03,11,0002,21.27,6.69,0.00,5.07,55.2,2.72,,206.29,,,,1
03,12,0002,17.52,4.41,0.00,5.43,65.8,3.03,,186.99,,,,1
03,13,0002,15.09,9.68,0.00,11.39,85.0,4.84,,133.90,,,,1
03,14,0002,13.45,13.28,1.52,13.29,93.6,3.67,,101.10,,,,1
03,15,0002,13.28,-2.86,0.00,-4.68,0.0,2.82,,277.19,,,,1
03,16,0002,12.83,-2.27,0.00,-3.44,63.7,3.46,,202.56,,,,1
03,17,0002,14.54,0.12,0.00,-2.78,23.3,2.17,,266.27,,,,1
03,18,0002,14.04,1.53,0.00,-2.31,65.1,2.05,,202.00,,,,1
03,19,0002,19.85,8.71,13.97,9.85,96.5,4.01,,91.60,,,,1
03,20,0002,16.19,2.37,0.00,3.52,71.2,4.43,,187.29,,,,1
03,21,0002,20.04,8.87,0.00,6.81,57.9,4.31,,216.97,,,,1
03,22,0002,23.76,10.48,0.00,10.69,79.4,3.90,,162.63,,,,1
03,23,0002,16.02,4.22,0.00,-1.74,64.8,4.09,,210.34,,,,1
03,24,0002,13.32,2.99,0.00,2.41,74.6,3.74,,184.27,,,,1
03,25,0002,12.53,-1.91,0.00,-2.15,39.8,3.06,,261.79,,,,1
03,26,0002,11.99,4.58,20.32,6.77,81.5,5.06,,163.44,,,,1
03,27,0002,8.46,5.98,10.41,5.23,86.5,3.63,,147.22,,,,1
03,28,0002,18.89,8.46,0.00,4.14,69.5,4.33,,202.92,,,,1
03,29,0002,23.20,11.03,0.00,8.07,41.9,4.29,,258.21,,,,1
03,30,0002,22.14,7.43,0.00,4.32,32.9,3.38,,276.53,,,,1
03,31,0002,25.52,14.81,6.60,11.64,55.6,3.61,,233.25,,,,1
04,01,0002,16.42,7.54,0.00,4.12,72.3,3.49,,200.68,,,,1
04,02,0002,11.73,0.62,0.00,-1.23,63.9,2.63,,227.48,,,,1
04,03,0002,18.32,4.41,0.00,-1.68,57.5,2.13,,244.24,,,,1
04,04,0002,20.00,7.40,0.00,5.51,64.5,1.54,,224.69,,,,1
04,05,0002,19.86,1.68,0.00,3.43,45.2,3.17,,268.86,,,,1
04,06,0002,18.17,6.23,0.00,1.81,72.5,4.47,,207.80,,,,1
04,07,0002,12.61,4.57,0.00,3.97,77.8,4.60,,191.10,,,,1
04,08,0002,12.99,4.44,0.00,3.13,80.6,3.88,,183.19,,,,1
04,09,0002,15.10,8.70,0.00,5.57,85.0,4.27,,165.87,,,,1
04,10,0002,16.27,5.47,0.00,2.92,49.4,2.32,,269.30,,,,1
04,11,0002,19.66,6.61,0.00,5.08,59.9,2.58,,246.05,,,,1
04,12,0002,27.27,13.14,0.00,12.21,67.6,3.48,,220.97,,,,1
04,13,0002,19.10,15.11,73.41,15.32,86.6,4.17,,156.40,,,,1
04,14,0002,21.97,16.59,5.08,14.19,91.3,3.92,,136.73,,,,1
04,15,0002,17.02,10.66,10.41,11.06,88.9,4.64,,151.05,,,,1
04,16,0002,19.47,8.35,0.51,5.58,62.9,4.17,,244.71,,,,1
04,17,0002,15.61,3.07,0.00,-3.18,39.3,1.63,,302.58,,,,1
04,18,0002,22.46,6.27,0.00,3.06,67.9,3.17,,235.04,,,,1
04,19,0002,17.16,5.52,0.00,1.26,54.4,2.69,,272.33,,,,1
04,20,0002,12.64,5.72,0.00,0.92,75.8,2.85,,213.43,,,,1
04,21,0002,17.87,2.57,0.00,-0.59,49.1,1.80,,287.87,,,,1
04,22,0002,24.53,9.97,7.37,7.32,57.7,2.74,,263.32,,,,1
04,23,0002,20.12,11.79,20.32,9.70,77.4,3.74,,204.75,,,,1
04,24,0002,17.22,2.18,0.00,0.35,23.7,1.24,,333.19,,,,1
04,25,0002,15.72,1.71,0.00,-0.47,51.4,3.75,,287.92,,,,1
04,26,0002,18.82,11.38,16.76,12.28,86.0,4.22,,171.33,,,,1
04,27,0002,21.84,8.99,0.00,5.43,30.3,2.84,,324.02,,,,1
04,28,0002,22.89,8.69,0.00,6.26,33.2,2.45,,320.10,,,,1
04,29,0002,26.33,11.22,0.00,8.74,24.5,2.28,,330.32,,,,1
04,30,0002,22.57,11.77,0.00,6.45,46.6,2.10,,298.25,,,,1
05,01,0002,25.53,11.57,0.00,8.19,56.1,3.73,,276.28,,,,1
05,02,0002,23.44,13.41,0.00,9.74,61.1,4.64,,262.88,,,,1
05,03,0002,26.40,14.69,0.00,11.17,39.1,4.16,,310.10,,,,1
05,04,0002,24.96,12.08,0.00,8.50,60.3,2.97,,267.98,,,,1
05,05,0002,26.62,14.82,0.00,12.42,61.2,5.29,,262.14,,,,1
05,06,0002,27.41,13.62,18.29,12.99,50.3,6.06,,288.48,,,,1
05,07,0002,26.04,17.14,0.00,12.73,44.3,4.91,,302.16,,,,1
05,08,0002,28.83,19.07,0.00,12.96,12.1,4.42,,346.82,,,,1
05,09,0002,28.31,15.97,0.00,12.21,43.0,3.83,,307.27,,,,1
05,10,0002,30.52,17.61,0.76,15.04,41.9,2.47,,305.86,,,,1
05,11,0002,32.69,15.36,0.00,11.06,0.0,0.94,,366.18,,,,1
05,12,0002,24.31,13.09,0.00,8.24,64.4,2.24,,263.49,,,,1
05,13,0002,24.06,14.31,0.00,10.51,53.1,2.85,,291.37,,,,1
05,14,0002,22.27,7.50,0.00,4.59,33.9,1.24,,337.42,,,,1
05,15,0002,19.98,7.60,0.00,6.63,80.7,1.41,,209.87,,,,1
05,16,0002,26.06,9.86,0.00,14.56,55.6,1.51,,281.89,,,,1
05,17,0002,28.42,15.44,0.00,15.83,41.1,2.50,,311.61,,,,1
05,18,0002,24.45,14.28,10.16,14.86,65.2,2.72,,256.83,,,,1
05,19,0002,22.56,18.44,3.05,17.45,93.0,4.15,,142.35,,,,1
05,20,0002,24.34,14.98,2.03,17.44,81.6,3.40,,198.33,,,,1
05,21,0002,24.36,15.04,0.00,13.81,71.6,4.08,,239.90,,,,1
05,22,0002,24.30,16.39,0.00,14.31,80.9,4.46,,205.68,,,,1
05,23,0002,21.87,15.21,0.00,13.12,75.7,4.46,,227.42,,,,1
05,24,0002,19.91,10.91,0.00,9.02,62.0,3.27,,276.76,,,,1
05,25,0002,20.45,14.98,12.95,15.81,92.3,3.63,,150.10,,,,1
05,26,0002,22.99,18.77,6.35,18.93,85.4,4.45,,182.15,,,,1
05,27,0002,28.75,17.62,0.00,15.11,8.6,4.66,,360.43,,,,1
05,28,0002,26.64,18.07,0.00,18.37,79.7,3.19,,207.35,,,,1
05,29,0002,31.19,21.18,0.00,18.46,37.0,3.46,,320.61,,,,1
05,30,0002,28.57,18.45,0.00,16.81,78.4,2.90,,215.02,,,,1
05,31,0002,24.98,16.07,1.52,14.24,70.7,3.42,,246.29,,,,1
06,01,0002,29.47,18.11,6.86,16.54,67.4,3.40,,253.85,,,,1
06,02,0002,30.94,19.59,10.67,16.65,38.3,4.14,,323.71,,,,1
06,03,0002,31.41,19.73,0.00,16.20,38.4,3.94,,324.78,,,,1
06,04,0002,32.58,18.77,0.00,17.35,43.1,3.34,,313.96,,,,1
06,05,0002,28.57,20.97,0.76,21.23,98.5,3.01,,100.73,,,,1
06,06,0002,25.88,17.05,0.00,16.78,66.5,3.36,,257.53,,,,1
06,07,0002,28.27,19.78,0.00,18.68,62.9,3.47,,265.14,,,,1
06,08,0002,27.72,18.13,0.00,17.65,64.6,3.11,,262.30,,,,1
06,09,0002,25.88,18.02,26.16,19.21,81.6,3.01,,201.32,,,,1
06,10,0002,23.29,17.24,1.27,16.81,88.9,3.37,,170.65,,,,1
06,11,0002,23.96,17.16,8.38,17.67,91.2,1.81,,157.37,,,,1
06,12,0002,29.07,9.76,0.00,10.89,11.3,2.67,,371.88,,,,1
06,13,0002,27.77,12.09,0.00,8.16,13.2,3.99,,374.63,,,,1
06,14,0002,27.89,12.41,0.00,11.94,63.7,3.22,,274.01,,,,1
06,15,0002,30.16,17.67,0.00,14.19,42.6,3.23,,322.80,,,,1
06,16,0002,32.47,14.69,0.00,12.68,28.1,2.69,,350.45,,,,1
06,17,0002,36.17,17.42,0.00,12.70,0.0,3.09,,391.49,,,,1
06,18,0002,35.53,19.53,0.00,15.90,0.0,3.18,,372.14,,,,1
06,19,0002,36.13,21.91,0.00,19.23,26.3,3.94,,339.98,,,,1
06,20,0002,33.43,24.58,0.00,21.30,59.1,3.54,,271.51,,,,1
06,21,0002,28.48,19.34,0.00,16.46,51.6,2.48,,299.43,,,,1
06,22,0002,28.17,17.79,0.00,18.88,79.5,1.94,,210.78,,,,1
06,23,0002,35.13,22.82,0.00,22.36,51.7,3.39,,286.93,,,,1
06,24,0002,33.88,27.12,0.00,25.49,68.2,3.64,,237.03,,,,1
06,25,0002,31.43,23.99,1.78,24.63,95.6,5.57,,122.54,,,,1
06,26,0002,27.73,22.42,9.65,23.49,90.1,4.39,,156.75,,,,1
06,27,0002,27.72,20.16,1.27,22.17,76.4,1.41,,216.85,,,,1
06,28,0002,33.83,20.08,0.00,22.09,42.8,2.61,,305.53,,,,1
06,29,0002,35.27,21.49,0.00,20.61,0.0,2.90,,377.02,,,,1
06,30,0002,34.46,22.98,0.00,21.30,19.7,2.62,,341.40,,,,1
07,01,0002,37.81,24.39,0.00,22.02,0.0,2.83,,365.05,,,,1
07,02,0002,37.77,23.21,0.00,21.84,25.3,4.62,,332.91,,,,1
07,03,0002,33.46,23.71,6.10,23.27,93.1,5.79,,139.59,,,,1
07,04,0002,32.38,24.20,1.78,23.22,84.7,4.58,,181.30,,,,1
07,05,0002,34.52,23.69,0.00,20.05,33.9,4.22,,324.14,,,,1
07,06,0002,32.07,21.16,0.00,16.71,41.3,3.63,,318.03,,,,1
07,07,0002,30.32,22.47,8.64,21.30,70.4,3.75,,236.51,,,,1
07,08,0002,34.04,22.75,0.00,19.66,42.6,2.81,,308.84,,,,1
07,09,0002,36.62,24.31,0.00,21.26,48.0,4.82,,293.93,,,,1
07,10,0002,33.80,23.42,0.00,18.87,32.3,3.42,,327.54,,,,1
07,11,0002,32.75,24.87,71.63,22.48,73.7,5.15,,222.53,,,,1
07,12,0002,33.53,25.11,0.00,21.99,62.7,2.36,,256.06,,,,1
07,13,0002,32.39,24.42,0.00,21.42,66.9,4.97,,245.12,,,,1
07,14,0002,32.58,23.87,0.00,19.62,63.6,3.30,,257.43,,,,1
07,15,0002,32.90,22.63,0.00,19.51,44.0,3.22,,303.38,,,,1
07,16,0002,31.89,23.36,0.00,18.08,29.5,5.22,,330.26,,,,1
07,17,0002,33.30,17.98,0.00,15.65,0.0,2.61,,369.14,,,,1
07,18,0002,33.21,23.89,3.81,22.65,62.0,3.31,,254.04,,,,1
07,19,0002,31.29,23.96,34.04,24.22,66.2,4.02,,238.85,,,,1
07,20,0002,32.21,21.61,0.00,21.09,58.4,4.78,,265.46,,,,1
07,21,0002,31.97,23.01,0.00,21.98,58.3,4.14,,263.24,,,,1
07,22,0002,35.53,21.43,0.00,21.83,20.7,3.36,,328.32,,,,1
07,23,0002,33.21,22.61,1.02,22.66,78.7,4.14,,200.14,,,,1
07,24,0002,34.77,23.94,13.72,23.31,82.9,3.85,,182.62,,,,1
07,25,0002,34.70,23.73,0.00,22.83,82.8,3.42,,183.68,,,,1
07,26,0002,33.18,24.97,0.00,24.59,78.5,3.67,,196.32,,,,1
07,27,0002,30.53,22.55,2.79,22.62,82.2,4.95,,185.11,,,,1
07,28,0002,27.94,23.31,10.92,22.07,94.4,6.02,,127.12,,,,1
07,29,0002,30.71,18.74,0.00,18.56,62.6,3.42,,253.91,,,,1
07,30,0002,28.16,15.38,0.00,14.33,66.9,3.32,,247.48,,,,1
07,31,0002,27.96,17.16,0.00,16.62,74.7,2.17,,219.04,,,,1
08,01,0002,31.62,19.37,0.00,17.27,50.4,2.59,,283.04,,,,1
08,02,0002,33.96,20.81,0.00,18.47,48.6,1.92,,283.85,,,,1
08,03,0002,32.95,24.76,0.00,20.70,67.8,4.32,,232.29,,,,1
08,04,0002,31.52,22.26,0.00,20.69,70.8,4.06,,222.77,,,,1
08,05,0002,33.21,17.70,0.00,15.56,0.0,2.64,,354.71,,,,1
08,06,0002,36.27,18.45,0.00,19.49,0.0,1.05,,353.35,,,,1
08,07,0002,37.44,23.37,0.00,22.89,0.0,2.09,,351.97,,,,1
08,08,0002,37.46,25.36,5.08,23.72,0.0,4.27,,330.24,,,,1
08,09,0002,32.76,23.67,9.65,21.72,60.7,6.73,,244.17,,,,1
08,10,0002,30.04,21.34,2.03,19.69,48.0,6.41,,275.12,,,,1
08,11,0002,32.44,16.22,0.00,13.70,37.6,2.97,,303.29,,,,1
08,12,0002,30.06,18.10,0.00,15.52,82.1,3.24,,185.11,,,,1
08,13,0002,33.18,22.33,15.49,21.53,91.6,4.78,,136.49,,,,1
08,14,0002,36.26,25.59,0.00,21.14,64.5,4.78,,231.09,,,,1
08,15,0002,32.17,21.40,3.56,21.84,88.9,2.48,,147.84,,,,1
08,16,0002,31.87,23.88,21.59,23.47,87.0,4.60,,153.34,,,,1
08,17,0002,33.47,23.36,0.00,21.85,75.5,2.21,,195.98,,,,1
08,18,0002,33.06,22.86,0.00,22.33,61.1,4.10,,233.42,,,,1
08,19,0002,30.16,22.49,0.00,20.74,40.9,2.47,,275.37,,,,1
08,20,0002,34.43,21.96,0.00,21.88,37.9,3.16,,276.35,,,,1
08,21,0002,35.11,20.26,0.00,20.58,39.9,3.72,,274.79,,,,1
08,22,0002,26.89,21.79,12.45,21.49,99.8,4.43,,73.34,,,,1
08,23,0002,29.53,20.71,0.00,19.35,77.3,4.01,,188.75,,,,1
08,24,0002,27.06,21.11,12.95,21.67,99.9,6.29,,69.74,,,,1
08,25,0002,30.28,23.04,0.00,20.98,63.6,3.84,,222.20,,,,1
08,26,0002,33.14,21.03,0.00,18.41,0.0,3.70,,312.38,,,,1
08,27,0002,30.88,19.49,0.00,16.91,58.0,2.71,,239.35,,,,1
08,28,0002,30.28,17.87,0.00,16.75,28.3,2.38,,288.31,,,,1
08,29,0002,29.37,20.98,0.00,18.27,60.6,4.68,,228.89,,,,1
08,30,0002,34.53,23.32,0.00,21.94,0.0,3.20,,297.85,,,,1
08,31,0002,30.18,22.93,12.70,23.05,91.6,4.04,,123.23,,,,1
09,01,0002,30.26,23.91,18.29,23.08,88.5,6.00,,136.16,,,,1
09,02,0002,34.66,24.25,3.30,23.89,64.8,4.92,,204.74,,,,1
09,03,0002,32.76,24.33,14.22,25.07,86.9,5.39,,138.04,,,,1
09,04,0002,34.04,25.03,5.84,23.63,53.3,5.81,,226.47,,,,1
09,05,0002,33.51,26.54,16.00,26.40,87.7,5.19,,131.65,,,,1
09,06,0002,30.85,25.53,0.00,22.89,79.3,5.95,,163.73,,,,1
09,07,0002,28.88,20.69,0.00,19.60,83.0,5.32,,155.04,,,,1
09,08,0002,22.38,19.78,9.40,18.55,100.0,6.46,,53.80,,,,1
09,09,0002,24.83,15.53,0.00,15.96,86.5,3.21,,143.91,,,,1
09,10,0002,31.42,14.38,0.00,14.17,0.0,2.50,,293.34,,,,1
09,11,0002,32.28,20.89,9.14,22.19,68.0,1.89,,188.97,,,,1
09,12,0002,33.44,22.13,0.00,20.34,40.9,2.19,,240.89,,,,1
09,13,0002,34.79,24.63,0.00,23.13,55.8,3.81,,209.96,,,,1
09,14,0002,35.62,27.17,1.52,25.49,62.1,6.73,,192.13,,,,1
09,15,0002,30.56,21.63,7.11,19.08,55.8,6.32,,213.82,,,,1
09,16,0002,29.61,19.63,71.63,17.94,78.5,6.70,,161.22,,,,1
09,17,0002,30.72,20.11,10.92,17.86,76.2,6.19,,166.39,,,,1
09,18,0002,33.91,19.86,5.59,18.82,78.7,4.26,,157.32,,,,1
09,19,0002,33.62,20.63,0.00,17.31,65.4,4.87,,190.87,,,,1
09,20,0002,29.99,22.44,1.78,20.09,89.5,7.13,,118.96,,,,1
09,21,0002,30.29,22.91,0.00,19.33,84.1,7.27,,137.07,,,,1
09,22,0002,27.84,23.38,0.00,20.17,80.7,3.82,,145.55,,,,1
09,23,0002,29.03,21.81,0.00,19.69,69.7,1.26,,172.72,,,,1
09,24,0002,31.98,20.07,0.00,16.66,0.0,0.33,,264.61,,,,1
09,25,0002,35.09,19.56,0.00,17.47,0.0,1.27,,262.52,,,,1
09,26,0002,28.42,16.12,0.00,14.10,65.2,4.85,,184.59,,,,1
09,27,0002,27.62,14.45,0.00,11.73,53.8,5.68,,207.05,,,,1
09,28,0002,28.12,16.21,0.00,13.17,67.2,4.43,,178.33,,,,1
09,29,0002,27.84,15.89,0.00,10.01,55.7,4.47,,202.00,,,,1
09,30,0002,24.01,14.89,7.11,15.13,99.7,5.97,,59.65,,,,1
10,01,0002,28.29,18.62,0.00,16.01,61.4,5.17,,182.45,,,,1
10,02,0002,25.39,18.92,0.00,18.47,96.1,7.01,,82.05,,,,1
10,03,0002,25.26,19.86,0.00,14.36,44.3,4.38,,208.20,,,,1
10,04,0002,27.16,16.13,0.00,13.51,51.2,2.43,,197.47,,,,1
10,05,0002,27.58,12.81,0.00,12.07,62.4,2.67,,178.30,,,,1
10,06,0002,24.78,18.21,0.00,18.59,97.1,7.19,,74.18,,,,1
10,07,0002,21.38,14.18,0.00,12.61,69.5,5.04,,160.87,,,,1
10,08,0002,21.01,14.69,0.00,12.99,57.0,3.54,,182.16,,,,1
10,09,0002,19.05,8.12,0.00,8.89,75.4,3.92,,147.64,,,,1
10,10,0002,15.84,6.16,0.00,6.86,79.8,2.72,,136.85,,,,1
10,11,0002,23.64,12.12,0.00,13.22,63.0,3.37,,166.89,,,,1
10,12,0002,26.19,14.89,0.00,12.27,4.6,5.59,,225.44,,,,1
10,13,0002,26.92,12.45,3.05,11.71,47.5,2.89,,189.00,,,,1
10,14,0002,29.18,14.90,0.00,13.32,26.8,4.01,,207.77,,,,1
10,15,0002,27.53,15.44,0.00,15.82,72.7,4.26,,140.56,,,,1
10,16,0002,30.38,22.97,0.00,19.73,62.1,6.63,,154.31,,,,1
10,17,0002,22.97,17.27,21.34,16.31,93.7,6.56,,82.55,,,,1
10,18,0002,19.61,10.56,0.00,13.63,84.6,3.51,,111.28,,,,1
10,19,0002,18.13,5.76,0.00,2.87,53.9,2.31,,176.26,,,,1
10,20,0002,20.18,5.96,0.00,-0.53,28.0,4.04,,206.03,,,,1
10,21,0002,27.36,14.14,0.00,12.03,37.3,4.75,,186.65,,,,1
10,22,0002,22.78,12.78,0.00,8.06,77.0,6.85,,128.19,,,,1
10,23,0002,21.58,13.33,0.00,11.11,83.7,5.13,,109.94,,,,1
10,24,0002,23.51,18.59,1.78,14.87,91.5,4.16,,85.29,,,,1
10,25,0002,25.68,16.35,7.37,16.20,91.9,4.75,,82.67,,,,1
10,26,0002,23.79,14.27,0.00,9.98,60.1,6.15,,151.97,,,,1
10,27,0002,20.72,12.21,0.00,9.85,78.7,5.31,,117.82,,,,1
10,28,0002,22.45,13.98,0.00,6.86,48.1,5.64,,167.21,,,,1
10,29,0002,19.64,7.40,0.00,1.37,53.7,4.93,,161.58,,,,1
10,30,0002,22.96,7.54,0.00,1.50,34.9,4.68,,180.97,,,,1
10,31,0002,20.92,9.69,0.00,8.88,58.1,2.74,,148.64,,,,1
11,01,0002,18.58,8.74,0.00,10.78,85.2,5.27,,97.60,,,,1
11,02,0002,16.18,9.78,2.54,8.49,72.6,6.50,,123.74,,,,1
11,03,0002,11.03,6.37,8.13,1.88,86.4,5.34,,96.28,,,,1
11,04,0002,10.24,3.39,49.28,0.34,69.4,5.59,,130.37,,,,1
11,05,0002,10.22,4.51,7.87,5.34,99.2,1.66,,48.94,,,,1
