Reach_ID,Receiving_Reach,Vegetation_Code,Elevation,Slope,Mannings_n,Infiltration_Rate,Hydraulic_Geom_ID,Length,Top_Width,Flow_Depth,Valley_Width,Valley_Mannings_n,Start_Diversion,Stop_Diversion,Travel_Time,Clay_Scour_Code,Silt_Scour_Code,Sand_Scour_Code,Small_Agg_Scour_Code,Large_Agg_Scour_Code,Valley_Clay_Scour_Code,Valley_Silt_Scour_Code,Valley_Sand_Scour_Code,Valley_Small_Agg_Scour_Code,Valley_Large_Agg_Scour_Code,Delivery_Ratio,Input_Units_Code
647,565,,88.70,0.00910,,,,274.74,,,,,,,,,,,,,,,,,,,1
648,647,,94.95,0.01861,,,,505.04,,,,,,,,,,,,,,,,,,,1
649,648,,100.35,0.01526,,,,203.14,,,,,,,,,,,,,,,,,,,1
650,648,,99.45,0.01920,,,,46.87,,,,,,,,,,,,,,,,,,,1
651,647,,93.93,0.01038,,,,713.18,,,,,,,,,,,,,,,,,,,1
652,651,,100.74,0.02548,,,,227.66,,,,,,,,,,,,,,,,,,,1
653,651,,99.45,0.01904,,,,246.92,,,,,,,,,,,,,,,,,,,1
654,534,,90.47,0.03232,,,,238.25,,,,,,,,,,,,,,,,,,,1
655,529,,87.02,0.03635,,,,65.97,,,,,,,,,,,,,,,,,,,1
656,524,,86.93,0.01455,,,,295.52,,,,,,,,,,,,,,,,,,,1
657,656,,93.05,0.02721,,,,334.40,,,,,,,,,,,,,,,,,,,1
658,656,,88.89,0.00902,,,,55.46,,,,,,,,,,,,,,,,,,,1
659,658,,94.34,0.02494,,,,437.07,,,,,,,,,,,,,,,,,,,1
660,658,,93.81,0.02063,,,,446.00,,,,,,,,,,,,,,,,,,,1
661,660,,99.27,0.02330,,,,85.84,,,,,,,,,,,,,,,,,,,1
662,660,,99.15,0.02705,,,,55.46,,,,,,,,,,,,,,,,,,,1
663,523,,85.34,0.01742,,,,155.00,,,,,,,,,,,,,,,,,,,1
664,136,,80.50,0.09376,,,,39.46,,,,,,,,,,,,,,,,,,,1
665,664,,83.35,0.00774,,,,116.37,,,,,,,,,,,,,,,,,,,1
666,665,,86.51,0.01297,,,,786.30,,,,,,,,,,,,,,,,,,,1
667,665,,83.90,0.00338,,,,89.01,,,,,,,,,,,,,,,,,,,1
668,664,,82.90,0.03539,,,,2.83,,,,,,,,,,,,,,,,,,,1
669,668,,83.58,0.00673,,,,193.24,,,,,,,,,,,,,,,,,,,1
670,668,,83.04,0.00717,,,,55.77,,,,,,,,,,,,,,,,,,,1
671,670,,87.25,0.02171,,,,414.63,,,,,,,,,,,,,,,,,,,1
672,670,,83.73,0.00996,,,,110.50,,,,,,,,,,,,,,,,,,,1
673,135,,82.28,0.04579,,,,96.08,,,,,,,,,,,,,,,,,,,1
674,120,,85.55,0.02711,,,,486.90,,,,,,,,,,,,,,,,,,,1
675,674,,94.43,0.02325,,,,227.94,,,,,,,,,,,,,,,,,,,1
676,674,,93.73,0.03221,,,,130.40,,,,,,,,,,,,,,,,,,,1
677,119,,81.45,0.01320,,,,371.23,,,,,,,,,,,,,,,,,,,1
678,96,,79.50,0.00724,,,,401.00,,,,,,,,,,,,,,,,,,,1
679,678,,81.96,0.01406,,,,149.27,,,,,,,,,,,,,,,,,,,1
680,679,,83.30,0.00438,,,,342.08,,,,,,,,,,,,,,,,,,,1
681,680,,86.87,0.04197,,,,111.98,,,,,,,,,,,,,,,,,,,1
682,680,,84.58,0.00580,,,,138.05,,,,,,,,,,,,,,,,,,,1
683,682,,90.86,0.02928,,,,375.63,,,,,,,,,,,,,,,,,,,1
684,682,,84.80,0.00002,,,,39.97,,,,,,,,,,,,,,,,,,,1
685,684,,92.28,0.04553,,,,309.63,,,,,,,,,,,,,,,,,,,1
686,684,,85.36,0.01379,,,,65.14,,,,,,,,,,,,,,,,,,,1
687,686,,86.57,0.09045,,,,19.90,,,,,,,,,,,,,,,,,,,1
688,687,,88.07,0.01551,,,,45.14,,,,,,,,,,,,,,,,,,,1
689,687,,88.32,0.01030,,,,106.81,,,,,,,,,,,,,,,,,,,1
690,686,,85.80,0.00375,,,,106.88,,,,,,,,,,,,,,,,,,,1
691,690,,86.84,0.02512,,,,195.08,,,,,,,,,,,,,,,,,,,1
692,691,,91.11,0.00357,,,,56.01,,,,,,,,,,,,,,,,,,,1
693,691,,91.10,0.00185,,,,54.74,,,,,,,,,,,,,,,,,,,1
694,693,,91.10,0.00002,,,,30.56,,,,,,,,,,,,,,,,,,,1
695,694,,91.41,0.00783,,,,153.23,,,,,,,,,,,,,,,,,,,1
696,695,,96.09,0.02339,,,,290.66,,,,,,,,,,,,,,,,,,,1
697,695,,93.93,0.03575,,,,137.05,,,,,,,,,,,,,,,,,,,1
698,697,,98.52,0.00959,,,,375.32,,,,,,,,,,,,,,,,,,,1
699,698,,100.89,0.00600,,,,50.04,,,,,,,,,,,,,,,,,,,1
700,698,,100.88,0.00577,,,,52.04,,,,,,,,,,,,,,,,,,,1
701,697,,98.59,0.01607,,,,205.47,,,,,,,,,,,,,,,,,,,1
702,694,,92.76,0.00625,,,,576.44,,,,,,,,,,,,,,,,,,,1
703,702,,99.48,0.01901,,,,405.03,,,,,,,,,,,,,,,,,,,1
704,702,,95.84,0.01749,,,,114.30,,,,,,,,,,,,,,,,,,,1
705,704,,97.39,0.02497,,,,72.07,,,,,,,,,,,,,,,,,,,1
706,705,,98.67,0.00706,,,,28.38,,,,,,,,,,,,,,,,,,,1
707,705,,99.12,0.00623,,,,192.90,,,,,,,,,,,,,,,,,,,1
708,707,,102.95,0.02455,,,,248.46,,,,,,,,,,,,,,,,,,,1
709,707,,102.05,0.01832,,,,283.76,,,,,,,,,,,,,,,,,,,1
710,704,,96.82,0.01798,,,,22.24,,,,,,,,,,,,,,,,,,,1
711,710,,98.94,0.01104,,,,326.18,,,,,,,,,,,,,,,,,,,1
712,710,,98.12,0.02604,,,,49.94,,,,,,,,,,,,,,,,,,,1
713,712,,99.48,0.01775,,,,146.51,,,,,,,,,,,,,,,,,,,1
714,712,,98.76,0.01769,,,,39.56,,,,,,,,,,,,,,,,,,,1
715,693,,91.21,0.00527,,,,360.71,,,,,,,,,,,,,,,,,,,1
716,715,,93.04,0.03004,,,,6.66,,,,,,,,,,,,,,,,,,,1
717,716,,97.29,0.02599,,,,277.01,,,,,,,,,,,,,,,,,,,1
718,716,,94.12,0.09481,,,,12.66,,,,,,,,,,,,,,,,,,,1
719,718,,94.54,0.01264,,,,15.83,,,,,,,,,,,,,,,,,,,1
720,719,,98.70,0.01428,,,,546.40,,,,,,,,,,,,,,,,,,,1
721,719,,95.14,0.01051,,,,133.25,,,,,,,,,,,,,,,,,,,1
722,721,,98.40,0.03663,,,,204.78,,,,,,,,,,,,,,,,,,,1
723,722,,103.71,0.00537,,,,186.25,,,,,,,,,,,,,,,,,,,1
724,722,,103.53,0.00259,,,,192.58,,,,,,,,,,,,,,,,,,,1
725,721,,98.54,0.02886,,,,207.87,,,,,,,,,,,,,,,,,,,1
726,718,,97.54,0.01798,,,,305.84,,,,,,,,,,,,,,,,,,,1
727,715,,95.40,0.03587,,,,89.21,,,,,,,,,,,,,,,,,,,1
728,690,,90.27,0.02469,,,,287.56,,,,,,,,,,,,,,,,,,,1
729,728,,93.83,0.02250,,,,62.21,,,,,,,,,,,,,,,,,,,1
730,729,,95.81,0.02062,,,,87.33,,,,,,,,,,,,,,,,,,,1
731,729,,98.02,0.03075,,,,247.18,,,,,,,,,,,,,,,,,,,1
732,728,,93.30,0.01599,,,,6.24,,,,,,,,,,,,,,,,,,,1
733,732,,96.11,0.02514,,,,218.79,,,,,,,,,,,,,,,,,,,1
734,732,,97.22,0.03148,,,,203.28,,,,,,,,,,,,,,,,,,,1
735,679,,85.98,0.01327,,,,535.01,,,,,,,,,,,,,,,,,,,1
736,735,,91.66,0.11001,,,,46.36,,,,,,,,,,,,,,,,,,,1
737,736,,94.80,0.00081,,,,125.95,,,,,,,,,,,,,,,,,,,1
738,736,,94.80,0.00088,,,,115.95,,,,,,,,,,,,,,,,,,,1
739,735,,92.35,0.01870,,,,294.05,,,,,,,,,,,,,,,,,,,1
740,739,,96.40,0.01539,,,,169.00,,,,,,,,,,,,,,,,,,,1
741,739,,95.57,0.02735,,,,36.56,,,,,,,,,,,,,,,,,,,1
742,678,,85.41,0.07535,,,,145.95,,,,,,,,,,,,,,,,,,,1
743,95,,79.65,0.04428,,,,85.80,,,,,,,,,,,,,,,,,,,1
744,80,,79.01,0.00835,,,,454.95,,,,,,,,,,,,,,,,,,,1
745,744,,80.35,0.01432,,,,55.87,,,,,,,,,,,,,,,,,,,1
746,745,,85.63,0.02322,,,,641.68,,,,,,,,,,,,,,,,,,,1
747,745,,80.76,0.00169,,,,177.25,,,,,,,,,,,,,,,,,,,1
748,744,,82.15,0.01701,,,,335.05,,,,,,,,,,,,,,,,,,,1
749,748,,86.60,0.03508,,,,74.11,,,,,,,,,,,,,,,,,,,1
750,748,,86.71,0.01294,,,,170.10,,,,,,,,,,,,,,,,,,,1
751,750,,89.24,0.03094,,,,129.30,,,,,,,,,,,,,,,,,,,1
752,751,,93.55,0.03818,,,,96.91,,,,,,,,,,,,,,,,,,,1
753,751,,93.81,0.03431,,,,113.67,,,,,,,,,,,,,,,,,,,1
754,750,,88.57,0.05498,,,,34.56,,,,,,,,,,,,,,,,,,,1
755,75,,75.51,0.01392,,,,35.90,,,,,,,,,,,,,,,,,,,1
756,755,,77.16,0.02563,,,,89.74,,,,,,,,,,,,,,,,,,,1
757,756,,81.54,0.01304,,,,912.37,,,,,,,,,,,,,,,,,,,1
758,756,,78.77,0.00845,,,,177.58,,,,,,,,,,,,,,,,,,,1
759,755,,77.42,0.01178,,,,271.68,,,,,,,,,,,,,,,,,,,1
760,759,,79.33,0.00939,,,,95.88,,,,,,,,,,,,,,,,,,,1
761,760,,80.79,0.00797,,,,188.28,,,,,,,,,,,,,,,,,,,1
762,760,,80.68,0.00480,,,,374.92,,,,,,,,,,,,,,,,,,,1
763,762,,82.57,0.00460,,,,413.59,,,,,,,,,,,,,,,,,,,1
764,763,,83.90,0.00339,,,,236.35,,,,,,,,,,,,,,,,,,,1
765,764,,86.56,0.05532,,,,66.87,,,,,,,,,,,,,,,,,,,1
766,764,,84.45,0.00577,,,,69.18,,,,,,,,,,,,,,,,,,,1
767,766,,85.49,0.00573,,,,261.66,,,,,,,,,,,,,,,,,,,1
768,767,,89.73,0.04017,,,,204.12,,,,,,,,,,,,,,,,,,,1
769,767,,86.78,0.00487,,,,205.45,,,,,,,,,,,,,,,,,,,1
770,769,,88.54,0.05637,,,,30.14,,,,,,,,,,,,,,,,,,,1
771,769,,87.92,0.00403,,,,223.84,,,,,,,,,,,,,,,,,,,1
772,771,,88.14,0.01722,,,,11.49,,,,,,,,,,,,,,,,,,,1
773,772,,90.40,0.02504,,,,119.80,,,,,,,,,,,,,,,,,,,1
774,773,,93.36,0.05471,,,,93.23,,,,,,,,,,,,,,,,,,,1
775,773,,95.45,0.02856,,,,245.11,,,,,,,,,,,,,,,,,,,1
776,772,,88.71,0.00452,,,,132.85,,,,,,,,,,,,,,,,,,,1
777,776,,89.77,0.01445,,,,117.64,,,,,,,,,,,,,,,,,,,1
778,777,,91.72,0.02253,,,,128.71,,,,,,,,,,,,,,,,,,,1
779,777,,92.96,0.04423,,,,85.95,,,,,,,,,,,,,,,,,,,1
780,779,,94.40,0.00001,,,,22.07,,,,,,,,,,,,,,,,,,,1
781,780,,94.96,0.01064,,,,272.40,,,,,,,,,,,,,,,,,,,1
782,780,,94.40,0.00002,,,,252.40,,,,,,,,,,,,,,,,,,,1
783,782,,97.96,0.01856,,,,312.25,,,,,,,,,,,,,,,,,,,1
784,782,,98.39,0.02077,,,,481.30,,,,,,,,,,,,,,,,,,,1
785,779,,94.40,0.00001,,,,85.88,,,,,,,,,,,,,,,,,,,1
786,785,,94.40,0.00002,,,,250.50,,,,,,,,,,,,,,,,,,,1
787,786,,94.62,0.00478,,,,61.60,,,,,,,,,,,,,,,,,,,1
788,787,,95.92,0.01617,,,,154.58,,,,,,,,,,,,,,,,,,,1
789,787,,95.51,0.00658,,,,152.30,,,,,,,,,,,,,,,,,,,1
790,789,,96.06,0.00942,,,,95.40,,,,,,,,,,,,,,,,,,,1
791,790,,99.50,0.02303,,,,199.75,,,,,,,,,,,,,,,,,,,1
792,790,,97.57,0.03318,,,,78.36,,,,,,,,,,,,,,,,,,,1
793,792,,99.20,0.00002,,,,60.01,,,,,,,,,,,,,,,,,,,1
794,793,,99.96,0.01028,,,,116.71,,,,,,,,,,,,,,,,,,,1
795,794,,100.58,0.01906,,,,26.21,,,,,,,,,,,,,,,,,,,1
796,794,,101.16,0.01402,,,,99.84,,,,,,,,,,,,,,,,,,,1
797,793,,100.16,0.01432,,,,125.61,,,,,,,,,,,,,,,,,,,1
798,792,,100.56,0.01491,,,,194.57,,,,,,,,,,,,,,,,,,,1
799,789,,97.14,0.01636,,,,183.34,,,,,,,,,,,,,,,,,,,1
800,786,,95.74,0.01735,,,,166.82,,,,,,,,,,,,,,,,,,,1
801,785,,94.57,0.01013,,,,157.87,,,,,,,,,,,,,,,,,,,1
802,801,,98.15,0.02211,,,,221.65,,,,,,,,,,,,,,,,,,,1
803,801,,97.78,0.01664,,,,270.46,,,,,,,,,,,,,,,,,,,1
804,776,,92.33,0.03888,,,,159.47,,,,,,,,,,,,,,,,,,,1
805,771,,92.29,0.02861,,,,311.01,,,,,,,,,,,,,,,,,,,1
806,766,,88.58,0.03851,,,,166.17,,,,,,,,,,,,,,,,,,,1
807,763,,85.24,0.01872,,,,192.38,,,,,,,,,,,,,,,,,,,1
808,807,,91.48,0.02839,,,,331.15,,,,,,,,,,,,,,,,,,,1
809,807,,88.07,0.05105,,,,37.21,,,,,,,,,,,,,,,,,,,1
810,762,,85.02,0.05987,,,,105.23,,,,,,,,,,,,,,,,,,,1
811,759,,80.98,0.02411,,,,170.10,,,,,,,,,,,,,,,,,,,1
812,60,,76.87,0.04071,,,,61.36,,,,,,,,,,,,,,,,,,,1
813,59,,77.04,0.01880,,,,143.61,,,,,,,,,,,,,,,,,,,1
814,813,,77.60,0.00002,,,,6.41,,,,,,,,,,,,,,,,,,,1
815,814,,77.82,0.00177,,,,226.42,,,,,,,,,,,,,,,,,,,1
816,814,,77.86,0.00535,,,,149.51,,,,,,,,,,,,,,,,,,,1
817,816,,83.13,0.02056,,,,442.59,,,,,,,,,,,,,,,,,,,1
818,816,,79.63,0.04530,,,,46.36,,,,,,,,,,,,,,,,,,,1
819,813,,77.60,0.00002,,,,37.56,,,,,,,,,,,,,,,,,,,1
820,50,,73.54,0.02214,,,,76.77,,,,,,,,,,,,,,,,,,,1
821,820,,74.04,0.00840,,,,119.10,,,,,,,,,,,,,,,,,,,1
822,820,,77.56,0.03264,,,,186.89,,,,,,,,,,,,,,,,,,,1
823,822,,81.71,0.01662,,,,228.59,,,,,,,,,,,,,,,,,,,1
824,823,,91.87,0.03096,,,,390.84,,,,,,,,,,,,,,,,,,,1
825,823,,88.59,0.02706,,,,295.71,,,,,,,,,,,,,,,,,,,1
826,822,,82.84,0.02786,,,,208.20,,,,,,,,,,,,,,,,,,,1
827,49,,75.47,0.02439,,,,385.40,,,,,,,,,,,,,,,,,,,1
828,48,,73.37,0.01832,,,,136.44,,,,,,,,,,,,,,,,,,,1
829,47,,74.11,0.03935,,,,96.57,,,,,,,,,,,,,,,,,,,1
830,46,,78.72,0.02584,,,,507.03,,,,,,,,,,,,,,,,,,,1
831,830,,84.40,0.00002,,,,155.12,,,,,,,,,,,,,,,,,,,1
832,831,,84.41,0.00002,,,,47.46,,,,,,,,,,,,,,,,,,,1
833,831,,84.41,0.00002,,,,161.89,,,,,,,,,,,,,,,,,,,1
834,833,,84.41,0.00002,,,,18.14,,,,,,,,,,,,,,,,,,,1
835,834,,86.35,0.03142,,,,149.27,,,,,,,,,,,,,,,,,,,1
836,834,,87.72,0.01952,,,,440.13,,,,,,,,,,,,,,,,,,,1
837,833,,84.60,0.00715,,,,166.65,,,,,,,,,,,,,,,,,,,1
838,837,,86.08,0.00586,,,,153.89,,,,,,,,,,,,,,,,,,,1
839,838,,88.94,0.01272,,,,275.05,,,,,,,,,,,,,,,,,,,1
840,839,,91.81,0.01812,,,,176.61,,,,,,,,,,,,,,,,,,,1
841,840,,96.11,0.04887,,,,122.78,,,,,,,,,,,,,,,,,,,1
842,840,,95.25,0.02432,,,,148.05,,,,,,,,,,,,,,,,,,,1
843,839,,94.07,0.02278,,,,395.10,,,,,,,,,,,,,,,,,,,1
844,838,,87.22,0.01508,,,,119.30,,,,,,,,,,,,,,,,,,,1
845,844,,88.84,0.00927,,,,86.36,,,,,,,,,,,,,,,,,,,1
846,844,,89.72,0.01222,,,,212.75,,,,,,,,,,,,,,,,,,,1
847,846,,92.92,0.02923,,,,157.37,,,,,,,,,,,,,,,,,,,1
848,846,,91.42,0.01627,,,,61.46,,,,,,,,,,,,,,,,,,,1
849,848,,92.96,0.01734,,,,121.08,,,,,,,,,,,,,,,,,,,1
850,849,,95.53,0.01934,,,,155.17,,,,,,,,,,,,,,,,,,,1
851,849,,96.13,0.02764,,,,177.30,,,,,,,,,,,,,,,,,,,1
852,848,,94.15,0.04502,,,,97.74,,,,,,,,,,,,,,,,,,,1
853,837,,87.28,0.03254,,,,110.64,,,,,,,,,,,,,,,,,,,1
854,830,,84.72,0.00982,,,,244.22,,,,,,,,,,,,,,,,,,,1
855,35,,73.60,0.04772,,,,88.01,,,,,,,,,,,,,,,,,,,1
856,855,,75.39,0.01087,,,,367.96,,,,,,,,,,,,,,,,,,,1
857,855,,75.64,0.00606,,,,247.59,,,,,,,,,,,,,,,,,,,1
858,857,,79.64,0.02793,,,,179.08,,,,,,,,,,,,,,,,,,,1
859,858,,82.16,0.02185,,,,150.95,,,,,,,,,,,,,,,,,,,1
860,858,,82.06,0.00812,,,,282.91,,,,,,,,,,,,,,,,,,,1
861,860,,84.28,0.01179,,,,127.30,,,,,,,,,,,,,,,,,,,1
862,861,,87.01,0.07890,,,,60.84,,,,,,,,,,,,,,,,,,,1
863,861,,85.43,0.03080,,,,16.24,,,,,,,,,,,,,,,,,,,1
864,863,,88.15,0.02764,,,,170.07,,,,,,,,,,,,,,,,,,,1
865,864,,91.69,0.04200,,,,64.28,,,,,,,,,,,,,,,,,,,1
866,864,,91.99,0.04535,,,,77.18,,,,,,,,,,,,,,,,,,,1
867,863,,87.34,0.05312,,,,67.77,,,,,,,,,,,,,,,,,,,1
868,860,,84.62,0.05576,,,,43.04,,,,,,,,,,,,,,,,,,,1
869,857,,79.39,0.03387,,,,194.82,,,,,,,,,,,,,,,,,,,1
870,34,,72.60,0.02170,,,,189.00,,,,,,,,,,,,,,,,,,,1
871,870,,74.40,0.00378,,,,52.94,,,,,,,,,,,,,,,,,,,1
872,870,,80.03,0.02818,,,,443.56,,,,,,,,,,,,,,,,,,,1
873,33,,70.42,0.04162,,,,86.50,,,,,,,,,,,,,,,,,,,1
874,873,,72.88,0.00739,,,,40.70,,,,,,,,,,,,,,,,,,,1
875,874,,73.30,0.00202,,,,347.65,,,,,,,,,,,,,,,,,,,1
876,874,,74.38,0.00574,,,,592.58,,,,,,,,,,,,,,,,,,,1
877,876,,77.86,0.00809,,,,432.79,,,,,,,,,,,,,,,,,,,1
878,877,,80.46,0.00866,,,,138.61,,,,,,,,,,,,,,,,,,,1
879,878,,81.45,0.00806,,,,111.64,,,,,,,,,,,,,,,,,,,1
880,879,,83.89,0.05569,,,,61.04,,,,,,,,,,,,,,,,,,,1
881,879,,82.07,0.01617,,,,24.73,,,,,,,,,,,,,,,,,,,1
882,881,,85.39,0.04984,,,,120.40,,,,,,,,,,,,,,,,,,,1
883,881,,83.86,0.01588,,,,188.97,,,,,,,,,,,,,,,,,,,1
884,883,,88.39,0.03869,,,,165.41,,,,,,,,,,,,,,,,,,,1
885,883,,85.34,0.00483,,,,20.73,,,,,,,,,,,,,,,,,,,1
886,885,,88.57,0.05114,,,,117.33,,,,,,,,,,,,,,,,,,,1
887,885,,86.26,0.02097,,,,100.15,,,,,,,,,,,,,,,,,,,1
888,887,,91.06,0.02958,,,,243.45,,,,,,,,,,,,,,,,,,,1
889,887,,90.15,0.02805,,,,199.68,,,,,,,,,,,,,,,,,,,1
890,878,,85.36,0.03056,,,,307.61,,,,,,,,,,,,,,,,,,,1
891,877,,84.96,0.03081,,,,340.76,,,,,,,,,,,,,,,,,,,1
892,876,,80.40,0.04143,,,,202.75,,,,,,,,,,,,,,,,,,,1
893,873,,77.68,0.02493,,,,529.46,,,,,,,,,,,,,,,,,,,1
894,4,,70.83,0.03443,,,,127.78,,,,,,,,,,,,,,,,,,,1
895,3,,70.37,0.01371,,,,335.62,,,,,,,,,,,,,,,,,,,1
896,895,,72.50,0.00002,,,,1.41,,,,,,,,,,,,,,,,,,,1
897,896,,72.50,0.00002,,,,17.66,,,,,,,,,,,,,,,,,,,1
898,897,,72.69,0.00244,,,,123.23,,,,,,,,,,,,,,,,,,,1
899,898,,72.91,0.00272,,,,73.40,,,,,,,,,,,,,,,,,,,1
900,898,,74.01,0.01359,,,,250.15,,,,,,,,,,,,,,,,,,,1
901,897,,72.94,0.00841,,,,106.97,,,,,,,,,,,,,,,,,,,1
902,901,,75.68,0.02773,,,,173.11,,,,,,,,,,,,,,,,,,,1
903,902,,80.62,0.04889,,,,96.14,,,,,,,,,,,,,,,,,,,1
904,902,,82.45,0.02645,,,,287.35,,,,,,,,,,,,,,,,,,,1
905,901,,74.57,0.03819,,,,57.60,,,,,,,,,,,,,,,,,,,1
906,896,,72.76,0.01556,,,,32.14,,,,,,,,,,,,,,,,,,,1
907,895,,74.44,0.00879,,,,341.75,,,,,,,,,,,,,,,,,,,1
908,907,,77.17,0.02845,,,,119.44,,,,,,,,,,,,,,,,,,,1
909,907,,75.50,0.00002,,,,55.77,,,,,,,,,,,,,,,,,,,1
910,2,,71.00,0.02445,,,,159.58,,,,,,,,,,,,,,,,,,,1
911,910,,71.81,0.00281,,,,70.60,,,,,,,,,,,,,,,,,,,1
912,910,,72.39,0.01119,,,,124.92,,,,,,,,,,,,,,,,,,,1
