Cell_ID,Soil_ID,Mgmt_Field_ID,Reach_ID,Reach_Location_Code,Cell_Area,Time_of_Conc,Avg_Elevation,RCN_Calib_ID,Avg_Land_Slope,Aspect,RUSLE_ls_Fctr,RCN_Rtn_Calib_Fctr,Secondary_Climate_File_ID,Sheet_Flow_Mannings_n,Geology_ID,Conc_Flow_Slope,Conc_Flow_Length,Hydraulic_Geom_ID,Conc_Flow_Hydraulic_Depth,Conc_Flow_Mannings_n,Sheet_Flow_Slope,Sheet_Flow_Length,Shallow_Conc_Flow_Slope,Shallow_Conc_Flow_Length,Delivery_Ratio,Constant_USLE_C_Fctr,Constant_USLE_P_Fctr,All_OC_Calib_Fctr,All_N_Calib_Fctr,All_P_Calib_Fctr,Sheet_and_Rill_Erosion_Calib_Fctr,Gullies_Erosion_Calib_Fctr,Input_Units_Code
142,,,14,1,0.4732,,73.46,,0.01257,135.12,0.072,,,,,0.00002,1.21,,,,0.01799,50.00,0.00398,50.00,,,,,,,,,1
143,,,14,1,0.6115,,73.36,,0.00746,248.63,0.054,,,,,0.00174,57.88,,,,0.00198,50.00,0.00002,50.00,,,,,,,,,1
151,,,15,0,1.3045,,90.60,,0.13016,164.52,0.576,,,,,0.06740,91.56,,,,0.05757,50.00,0.10300,50.00,,,,,,,,,1
152,,,15,1,0.5978,,82.40,,0.12256,93.63,0.544,,,,,0.00001,0.00,,,,0.07120,50.00,0.11618,48.55,,,,,,,,,1
153,,,15,1,0.9627,,78.22,,0.10394,135.09,0.444,,,,,0.01782,123.44,,,,0.10357,50.00,0.03043,50.00,,,,,,,,,1
162,,,16,1,1.4476,,77.58,,0.08178,120.24,0.363,,,,,0.01400,271.39,,,,0.09800,50.00,0.08800,50.00,,,,,,,,,1
163,,,16,1,0.8246,,73.80,,0.01090,253.09,0.065,,,,,0.00184,217.74,,,,0.00600,50.00,0.00400,50.00,,,,,,,,,1
172,,,17,1,0.0052,,73.50,,0.00003,141.99,0.032,,,,,0.00001,0.00,,,,0.00003,34.23,0.00001,0.00,,,,,,,,,1
173,,,17,1,0.0303,,73.53,,0.01138,189.86,0.061,,,,,0.00001,0.00,,,,0.00202,49.37,0.00001,0.00,,,,,,,,,1
181,,,18,0,1.2859,,80.92,,0.10311,122.12,0.446,,,,,0.04534,274.85,,,,0.06008,50.00,0.11667,50.00,,,,,,,,,1
182,,,18,1,0.0049,,73.51,,0.00639,145.67,0.045,,,,,0.00001,0.00,,,,0.00814,12.19,0.00001,0.00,,,,,,,,,1
183,,,18,1,0.0036,,73.51,,0.01087,229.24,0.043,,,,,0.00001,0.00,,,,0.01010,9.78,0.00001,0.00,,,,,,,,,1
191,,,19,0,1.2763,,90.39,,0.12809,106.38,0.572,,,,,0.07574,110.91,,,,0.07402,50.00,0.08397,50.00,,,,,,,,,1
192,,,19,1,0.6254,,76.78,,0.06564,115.87,0.279,,,,,0.04256,61.07,,,,0.05400,50.00,0.03800,50.00,,,,,,,,,1
193,,,19,1,0.4763,,77.85,,0.07621,137.67,0.326,,,,,0.03846,96.71,,,,0.08392,50.00,0.08786,50.00,,,,,,,,,1
202,,,20,1,0.7911,,73.93,,0.01293,144.06,0.073,,,,,0.00099,50.88,,,,0.01799,50.00,0.00399,50.00,,,,,,,,,1
203,,,20,1,0.0683,,73.59,,0.00508,224.65,0.043,,,,,0.00001,0.00,,,,0.00003,39.68,0.00001,0.00,,,,,,,,,1
212,,,21,1,1.0005,,76.43,,0.04857,125.04,0.210,,,,,0.02024,250.49,,,,0.10238,50.00,0.05218,50.00,,,,,,,,,1
213,,,21,1,0.0092,,73.68,,0.01186,256.57,0.076,,,,,0.00001,0.00,,,,0.01005,9.78,0.00001,0.00,,,,,,,,,1
222,,,22,1,0.3263,,74.17,,0.02054,138.39,0.104,,,,,0.00534,37.32,,,,0.03433,50.00,0.00567,50.00,,,,,,,,,1
223,,,22,1,0.0364,,73.82,,0.01012,230.96,0.060,,,,,0.00001,0.00,,,,0.00455,43.89,0.00001,0.00,,,,,,,,,1
232,,,23,1,0.5383,,75.68,,0.04183,108.77,0.178,,,,,0.01353,133.02,,,,0.05200,50.00,0.04400,50.00,,,,,,,,,1
233,,,23,1,0.0452,,73.99,,0.00907,237.91,0.061,,,,,0.00001,0.00,,,,0.00400,50.00,0.02399,4.13,,,,,,,,,1
241,,,24,0,1.2127,,91.83,,0.11052,121.20,0.497,,,,,0.07338,186.70,,,,0.01600,50.00,0.00601,50.00,,,,,,,,,1
242,,,24,1,0.3657,,77.45,,0.09146,90.17,0.373,,,,,0.00888,22.45,,,,0.04018,50.00,0.02781,50.00,,,,,,,,,1
243,,,24,1,1.6504,,86.32,,0.13350,148.23,0.590,,,,,0.06855,171.25,,,,0.05689,50.00,0.12832,50.00,,,,,,,,,1
252,,,25,1,0.8535,,80.09,,0.09277,127.47,0.418,,,,,0.03626,261.57,,,,0.11817,50.00,0.12617,50.00,,,,,,,,,1
253,,,25,1,0.4217,,74.22,,0.00937,225.17,0.059,,,,,0.00232,86.16,,,,0.00400,50.00,0.00200,50.00,,,,,,,,,1
261,,,26,0,1.2224,,87.49,,0.18536,129.42,0.849,,,,,0.11903,128.30,,,,0.02174,50.00,0.06284,50.00,,,,,,,,,1
262,,,26,1,2.2673,,81.10,,0.10227,112.18,0.459,,,,,0.05805,207.93,,,,0.07154,50.00,0.15705,50.00,,,,,,,,,1
263,,,26,1,1.0222,,75.14,,0.03110,177.64,0.144,,,,,0.00384,78.09,,,,0.03199,50.00,0.00600,50.00,,,,,,,,,1
272,,,27,1,0.3475,,74.99,,0.02456,162.86,0.120,,,,,0.00520,81.06,,,,0.09600,50.00,0.02757,50.00,,,,,,,,,1
273,,,27,1,0.7869,,74.77,,0.01029,210.91,0.065,,,,,0.00498,160.66,,,,0.01200,50.00,0.00800,50.00,,,,,,,,,1
281,,,28,0,1.2222,,87.00,,0.18518,134.59,0.773,,,,,0.08789,204.80,,,,0.01400,50.00,0.01000,50.00,,,,,,,,,1
282,,,28,1,0.1385,,76.69,,0.06689,144.65,0.292,,,,,0.00001,0.00,,,,0.10132,50.00,0.05517,0.61,,,,,,,,,1
283,,,28,1,0.1139,,75.02,,0.02062,173.65,0.104,,,,,0.00001,0.00,,,,0.02199,50.00,0.00604,16.58,,,,,,,,,1
291,,,29,0,1.3281,,83.49,,0.11187,121.95,0.507,,,,,0.03526,178.13,,,,0.08400,50.00,0.09637,50.00,,,,,,,,,1
292,,,29,1,1.7347,,80.19,,0.08819,138.92,0.381,,,,,0.01529,182.99,,,,0.10643,50.00,0.07361,50.00,,,,,,,,,1
293,,,29,1,0.8944,,76.89,,0.04345,189.50,0.192,,,,,0.02235,210.30,,,,0.10857,50.00,0.06543,50.00,,,,,,,,,1
301,,,30,0,1.2662,,75.66,,0.01547,167.11,0.081,,,,,0.00769,309.19,,,,0.03000,50.00,0.02200,50.00,,,,,,,,,1
302,,,30,1,0.8797,,74.68,,0.00986,184.86,0.061,,,,,0.00262,106.68,,,,0.00999,50.00,0.00399,50.00,,,,,,,,,1
303,,,30,1,0.3761,,74.31,,0.00808,248.21,0.057,,,,,0.00001,1.11,,,,0.00399,50.00,0.00400,50.00,,,,,,,,,1
311,,,31,0,1.2035,,85.10,,0.09136,140.13,0.415,,,,,0.03770,166.61,,,,0.02800,50.00,0.09638,50.00,,,,,,,,,1
312,,,31,1,4.8179,,81.27,,0.05729,141.37,0.255,,,,,0.03744,362.86,,,,0.02000,50.00,0.03427,50.00,,,,,,,,,1
313,,,31,1,2.9135,,75.07,,0.02592,261.10,0.115,,,,,0.00364,137.14,,,,0.01032,50.00,0.00367,50.00,,,,,,,,,1
321,,,32,0,1.2051,,74.36,,0.01357,270.81,0.075,,,,,0.00433,161.72,,,,0.01199,50.00,0.00201,50.00,,,,,,,,,1
322,,,32,1,0.0778,,73.74,,0.00945,232.67,0.061,,,,,0.00001,0.00,,,,0.00399,50.00,0.00640,15.41,,,,,,,,,1
323,,,32,1,0.1994,,73.88,,0.00996,270.98,0.062,,,,,0.00001,0.00,,,,0.00601,50.00,0.00529,37.76,,,,,,,,,1
332,,,33,1,1.3263,,72.12,,0.08049,155.85,0.321,,,,,0.02608,161.06,,,,0.00311,50.00,0.00289,50.00,,,,,,,,,1
333,,,33,1,0.1402,,69.91,,0.13820,284.74,0.557,,,,,0.00001,0.00,,,,0.08800,50.00,0.00001,1.06,,,,,,,,,1
342,,,34,1,3.1043,,72.30,,0.10374,193.29,0.404,,,,,0.01700,247.08,,,,0.00798,50.00,0.00202,50.00,,,,,,,,,1
